#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
3300002344_84759     -          aln                  -            8.7e-91  314.2  31.7   1.6e-05   40.9   0.2  17.8  17   0   0  17  17  13  10 -
3300008031_192201    -          aln                  -            1.6e-90  313.4   0.0   1.3e-09   54.0   0.0  10.5  10   0   0  10  10  10   9 -
3300013075_66735     -          aln                  -            4.3e-90  312.0   6.9   3.7e-07   46.1   0.1  13.5  13   0   0  13  13  13  10 -
3300037029_2520      -          aln                  -            6.7e-88  304.9  20.2      0.09   28.8   0.0  20.5  21   0   0  21  21  16   9 -
3300036281_148       -          aln                  -            5.4e-87  302.0   3.4     3e-09   52.8   0.1   8.0   7   0   0   7   7   7   7 -
3300005589_127840    -          aln                  -            1.3e-86  300.8  56.8        46   20.2   0.5  24.3  23   0   0  23  23  22   3 -
3300018948_4183      -          aln                  -            2.9e-85  296.5  20.2   4.2e-05   39.5   0.1  11.6  11   0   0  11  11  11  11 -
3300036111_798       -          aln                  -            4.6e-85  295.8   9.4   5.1e-05   39.2   0.0  11.3  10   1   0  10  10  10  10 -
3300022365_44        -          aln                  -            1.3e-82  288.0   0.7     1e-05   41.5   0.0   9.5   9   0   0   9   9   9   9 -
3300019013_95        -          aln                  -            1.4e-82  287.9  23.9   0.00092   35.2   0.1  13.1  12   0   0  12  12  12  11 -
3300003307_68512     -          aln                  -            2.8e-82  286.9   0.8   0.00011   38.2   0.0  10.4  10   0   0  10  10   9   8 -
3300021169_385467    -          aln                  -            1.5e-81  284.5  16.0   1.1e-05   41.4   0.0   9.3   9   0   0   9   9   9   8 -
3300021274_63055     -          aln                  -            7.4e-81  282.3   2.0   0.00032   36.7   0.0  13.7  13   0   0  13  13  11   8 -
3300005418_32328     -          aln                  -            1.2e-80  281.7   1.2     1e-06   44.7   0.0   9.4   9   0   0   9   9   9   8 -
3300021169_1096597   -          aln                  -            7.2e-80  279.2  26.0   9.4e-05   38.4   0.0  12.8  12   2   0  12  12  11   8 -
3300020078_1158211   -          aln                  -            8.4e-80  279.0   6.6   0.00037   36.5   0.0  12.7  12   0   0  12  12  11   7 -
3300032748_1874      -          aln                  -            1.1e-79  278.6   7.4   4.4e-06   42.7   0.0  10.6  10   0   0  10  10  10   8 -
3300036281_517       -          aln                  -            1.6e-79  278.1   6.7   1.7e-05   40.7   0.1   9.6   9   0   0   9   9   9   9 -
3300009436_420981    -          aln                  -            1.3e-77  271.9   4.8   9.8e-05   38.3   0.2   9.4   9   0   0   9   9   9   9 -
3300002344_39281     -          aln                  -              2e-77  271.3   9.3       2.9   24.0   0.0  18.6  18   0   0  18  18  13   7 -
3300036111_707       -          aln                  -            6.1e-77  269.8  19.5   3.6e-08   49.4   0.1   9.7   9   0   0   9   9   9   9 -
3300019038_1628      -          aln                  -            2.9e-76  267.6   7.6    0.0004   36.4   0.0  11.4  10   1   0  10  10  10   8 -
3300019487_216741    -          aln                  -            3.9e-76  267.2   0.0        34   20.6   0.0  23.8  21   0   0  21  21  15   2 -
3300019023_13682     -          aln                  -            4.5e-76  267.0  23.1   0.00013   37.9   0.2  10.8  10   0   0  10  10  10  10 -
3300005416_32437     -          aln                  -              5e-75  263.7  23.4   3.7e-07   46.1   0.0  11.9  11   0   0  11  11  11   8 -
3300008013_51227     -          aln                  -            1.6e-74  262.0   0.0   1.5e-09   53.7   0.0   6.4   6   0   0   6   6   6   6 -
3300032514_659       -          aln                  -              2e-74  261.7   5.7    0.0087   32.1   0.0  16.7  15   0   0  15  15  10   8 -
3300005416_51306     -          aln                  -            1.1e-72  256.2   0.3   1.1e-08   51.0   0.0   9.1   8   0   0   8   8   7   7 -
3300008046_69366     -          aln                  -            4.9e-72  254.1   0.4   5.5e-09   52.0   0.1   7.2   7   0   0   7   7   7   6 -
3300032481_1607      -          aln                  -            1.1e-71  253.0  18.4     6e-05   39.0   0.1  11.3  10   0   0  10  10  10   9 -
3300005525_132734    -          aln                  -            1.3e-71  252.7  39.4     0.019   31.0   0.4  12.4  12   0   0  12  12  12  10 -
3300009757_77081     -          aln                  -            7.2e-71  250.3   6.5   0.00054   36.0   0.0  12.1  12   0   0  12  12  10   7 -
3300012733_42468     -          aln                  -            9.2e-71  250.0  23.0       1.4   25.1   0.0  15.6  15   0   0  15  15  13   9 -
3300036123_5907      -          aln                  -            1.1e-70  249.8   2.7   1.2e-08   50.9   0.1   7.6   7   0   0   7   7   7   6 -
3300036811_4314      -          aln                  -            1.4e-70  249.4   0.0    0.0075   32.3   0.0  15.8  16   0   0  16  16  11   7 -
3300036424_133       -          aln                  -            1.5e-70  249.3  14.6   3.3e-05   39.9   0.0  10.4  10   0   0  10  10   9   6 -
3300032481_1353      -          aln                  -            2.3e-70  248.7   4.1     0.058   29.5   0.0  11.7  11   0   0  11  11  11   8 -
3300020333_20434     -          aln                  -            9.5e-70  246.7  10.7   1.8e+03   15.1   0.0  31.4  30   1   0  30  30  13   0 -
3300018897_120       -          aln                  -            1.2e-69  246.4   1.4    0.0021   34.1   0.0  14.8  15   0   0  15  15  11   5 -
3300033542_4675      -          aln                  -              3e-69  245.1   5.9   4.2e-08   49.1   0.4  10.3  10   0   0  10  10   9   7 -
3300005416_375522    -          aln                  -            4.1e-69  244.7   0.0      0.29   27.2   0.0  12.3  12   0   0  12  12  10   8 -
3300036424_291       -          aln                  -            5.7e-69  244.3  41.9   2.7e-05   40.1   0.4  15.6  15   0   0  15  15  14   6 -
3300018640_585       -          aln                  -            7.5e-69  243.9   5.1      0.02   30.9   0.0  15.4  16   0   0  16  16  10   5 -
3300034119_57859     -          aln                  -            1.1e-68  243.3  29.4        18   21.5   0.0  31.2  31   0   0  31  31  13   1 -
3300022597_33318     -          aln                  -            2.4e-68  242.3   2.3   1.5e-05   40.9   0.0   8.3   8   0   0   8   8   8   8 -
3300036435_853       -          aln                  -            1.1e-67  240.2  13.6   5.2e-07   45.6   0.0   9.4  10   0   0  10  10   8   8 -
2515154146_671       -          aln                  -            1.7e-67  239.5  75.7     0.039   30.0   0.5  16.0  15   0   0  15  15  15   8 -
3300012956_503479    -          aln                  -            1.2e-66  236.8  40.1     0.017   31.1   0.4  13.3  11   5   0  11  11  11   8 -
3300021893_5434      -          aln                  -            4.2e-66  235.1   9.3    0.0087   32.1   0.1  10.1   9   1   0   9   9   9   9 -
3300008031_120399    -          aln                  -            4.4e-66  235.0  51.5     0.036   30.1   0.3  14.3  12   2   0  12  12  11   9 -
3300008013_157384    -          aln                  -            1.1e-65  233.8   0.1   3.3e-08   49.5   0.1   7.7   7   0   0   7   7   7   6 -
3300008013_296803    -          aln                  -            4.1e-65  231.9   8.7      0.11   28.6   0.2  13.4  12   0   0  12  12  12   6 -
3300007235_1039441   -          aln                  -            6.3e-65  231.3  15.4   2.9e-07   46.4   0.1  10.2   9   2   0   9   9   8   7 -
3300008039_144297    -          aln                  -            1.1e-64  230.5   1.2   2.5e-06   43.4   0.0   9.0   8   1   0   8   8   8   6 -
3300018896_27843     -          aln                  -            1.3e-64  230.2  15.6    0.0021   34.1   0.0  10.3   9   1   0   9   9   9   6 -
3300030691_20638     -          aln                  -            3.3e-64  229.0   0.0     1e-05   41.5   0.0   8.4   7   0   0   7   7   7   6 -
3300031750_1664      -          aln                  -            1.1e-63  227.2   2.0   0.00022   37.2   0.0  10.8  11   0   0  11  11   8   6 -
2710724058_429       -          aln                  -            9.6e-63  224.3 120.7   2.9e+02   17.6   0.8  26.6  26   0   0  26  26  20   1 -
3300018789_24        -          aln                  -            1.5e-62  223.6  16.8   0.00036   36.5   0.0  11.1  10   0   0  10  10  10   6 -
3300019100_6216      -          aln                  -            1.8e-62  223.4   8.0   0.00031   36.7   0.0   9.2   9   0   0   9   9   8   7 -
3300013094_83785     -          aln                  -            2.2e-62  223.1  32.7        14   21.8   0.0  13.3  12   1   0  12  12  12  12 -
3300035496_255751    -          aln                  -            2.6e-62  222.9   2.8   3.1e-06   43.1   0.0   7.2   7   0   0   7   7   7   6 -
3300003684_36037     -          aln                  -            3.8e-62  222.4   0.2   3.2e-05   39.9   0.0   8.5   8   0   0   8   8   8   8 -
3300030670_583       -          aln                  -            4.1e-62  222.3  36.1     0.001   35.0   0.0  17.3  16   3   0  16  16  12   6 -
3300030665_22692     -          aln                  -            4.7e-62  222.1  66.0    0.0051   32.8   0.3  15.0  14   1   0  14  14  11   8 -
3300012394_217707    -          aln                  -            6.3e-62  221.7   1.4   0.00059   35.8   0.0  11.4  11   0   0  11  11   8   6 -
3300018896_1836      -          aln                  -            8.2e-62  221.3  18.6    0.0001   38.3   0.0  12.1  11   1   0  11  11   9   6 -
3300019148_4408      -          aln                  -            9.3e-62  221.1   1.8   0.00044   36.2   0.0   9.4   9   0   0   9   9   9   7 -
3300007520_431990    -          aln                  -            1.2e-61  220.8  33.3       1.4   25.0   0.1  16.2  14   3   0  14  14  13   6 -
3300031737_2205      -          aln                  -            2.7e-61  219.7   9.2   8.4e-05   38.6   0.1  12.0  12   0   0  12  12   8   6 -
3300018956_11022     -          aln                  -            5.8e-61  218.6   0.3   0.00058   35.9   0.0  10.3  10   0   0  10  10  10   6 -
3300036809_1051      -          aln                  -            2.9e-60  216.3   3.5   4.7e-06   42.6   0.2   9.0   9   0   0   9   9   7   6 -
3300009511_148       -          aln                  -              5e-60  215.6  18.1    0.0019   34.2   0.1  11.8  11   0   0  11  11  10   5 -
3300036454_104       -          aln                  -            7.4e-60  215.0   0.1     0.012   31.6   0.0  15.9  17   0   0  17  17  10   5 -
3300032914_160       -          aln                  -            1.8e-59  213.8  14.9     0.015   31.3   0.1  11.1  10   0   0  10  10  10   8 -
k87_1078135_1_1      -          aln                  -              2e-59  213.6  39.9        31   20.7   0.1  24.1  22   2   0  22  22  14   1 # 1 # 7464 # 1 # ID=152471_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.408
3300036111_1153      -          aln                  -            6.9e-59  211.9   6.7   1.6e-09   53.6   0.0   7.0   6   1   0   6   6   5   5 -
3300034105_62602     -          aln                  -              2e-58  210.5  71.7   0.00015   37.8   0.4  17.0  15   1   0  15  15  14   7 -
3300032650_2629      -          aln                  -            2.3e-58  210.2  28.3    0.0039   33.2   0.1  12.0  11   0   0  11  11  10   7 -
3300032748_7058      -          aln                  -            7.7e-58  208.6   0.3   0.00031   36.7   0.1   9.3   9   0   0   9   9   8   6 -
3300036111_378       -          aln                  -            1.5e-57  207.7   0.1   7.9e-07   45.0   0.0   5.8   5   0   0   5   5   5   5 -
3300035569_2787      -          aln                  -            1.9e-57  207.3   0.0   0.00017   37.6   0.0   9.5   9   0   0   9   9   9   6 -
3300008998_6875      -          aln                  -            2.9e-57  206.7   2.1     2e-07   47.0   0.0   8.4   7   1   0   7   7   7   6 -
3300018935_5030      -          aln                  -            8.9e-57  205.2   1.8   0.00018   37.5   0.0   7.8   7   1   1   8   8   6   6 -
3300007304_860979    -          aln                  -            9.9e-57  205.0   0.4   1.4e-07   47.5   0.0   6.0   6   0   0   6   6   5   5 -
2711768276_1285      -          aln                  -              1e-56  205.0  11.2   5.2e-05   39.2   0.1   8.4   8   0   0   8   8   7   5 -
3300009129_125792    -          aln                  -            1.1e-56  204.9  39.7       9.3   22.4   0.1  20.8  20   1   1  21  21  12   6 -
3300013075_95726     -          aln                  -            2.5e-56  203.7   7.2   1.7e-08   50.4   0.0   6.6   5   1   0   5   5   5   4 -
3300009664_3111      -          aln                  -            2.6e-56  203.7 113.2      0.14   28.2   1.7  16.6  14   0   0  14  14  13  10 -
3300032751_20885     -          aln                  -            2.8e-56  203.5  12.9   0.00015   37.8   0.0   8.4   7   1   0   7   7   7   7 -
3300018789_3552      -          aln                  -            6.3e-56  202.4  15.9    0.0036   33.3   0.0  10.9  11   0   0  11  11   8   7 -
3300036111_5961      -          aln                  -            8.8e-56  202.0   0.5       4.9   23.3   0.0  12.3  12   0   0  12  12  11   5 -
3300002345_36211     -          aln                  -            1.1e-55  201.7   0.8   1.8e-05   40.7   0.0   6.9   6   0   0   6   6   6   5 -
3300006033_91218     -          aln                  -            2.3e-55  200.6  50.5      0.41   26.7   0.0  18.4  17   1   0  17  17  12   5 -
3300022365_232       -          aln                  -            2.5e-55  200.5   3.6       1.8   24.7   0.0  12.4  12   0   0  12  12  10   5 -
3300020190_134346    -          aln                  -            4.1e-55  199.8  25.5     0.028   30.5   0.1  16.3  15   1   0  15  15  10   6 -
3300030688_307439    -          aln                  -              7e-55  199.1  24.0         2   24.6   0.0  12.9  12   0   0  12  12  11   6 -
3300015360_1098990   -          aln                  -            1.1e-54  198.4  22.1      0.94   25.6   0.1  10.9  10   0   0  10  10  10   8 -
3300003684_45643     -          aln                  -            1.2e-54  198.3   8.0      0.12   28.4   0.0  11.1  11   0   0  11  11  10   5 -
3300031093_6518      -          aln                  -            1.2e-54  198.3   0.0   2.3e-07   46.8   0.1   7.3   7   0   0   7   7   7   5 -
3300008031_169636    -          aln                  -            1.6e-54  197.9  11.6   1.1e-08   50.9   0.0   5.2   5   0   0   5   5   5   5 -
3300032481_3976      -          aln                  -            6.7e-54  195.9   3.2   3.9e-05   39.6   0.0   7.4   7   0   0   7   7   6   5 -
3300009967_41264     -          aln                  -            6.7e-54  195.9   5.1    0.0031   33.5   0.0   8.6   8   0   0   8   8   8   7 -
3300031236_46802     -          aln                  -            1.4e-53  194.9  39.5     0.039   30.0   0.1  13.6  12   1   0  12  12   9   7 -
2706794701_4734      -          aln                  -            1.7e-53  194.6   3.5     0.025   30.6   0.1  13.6  13   0   0  13  13  10   4 -
3300018630_268       -          aln                  -            2.2e-53  194.3   0.0     9e-06   41.7   0.0   7.8   7   0   0   7   7   7   6 -
3300032745_5947      -          aln                  -            4.5e-53  193.3   7.3     0.013   31.5   0.0  10.0   9   1   1  10  10   8   6 -
3300036424_1670      -          aln                  -            5.3e-53  193.1   1.9   2.9e-06   43.2   0.0   6.7   6   0   0   6   6   5   5 -
3300018640_606       -          aln                  -            5.5e-53  193.0   8.6    0.0091   32.0   0.1   9.4   9   0   0   9   9   7   6 -
3300001678_44037     -          aln                  -            9.3e-53  192.3   5.9   1.5e+02   18.5   0.0  17.5  16   0   0  16  16  10   2 -
3300036111_427       -          aln                  -            1.2e-52  191.9  11.3   8.4e-07   45.0   0.1   6.8   6   0   0   6   6   6   5 -
3300034061_192404    -          aln                  -            1.4e-52  191.7   0.0   1.8e+03   15.1   0.0  22.9  24   0   0  24  24  10   0 -
3300008035_56018     -          aln                  -            1.8e-52  191.4   2.8     2e-06   43.7   0.0   8.4   8   0   0   8   8   5   5 -
3300018893_2775      -          aln                  -            2.8e-52  190.7   6.5   2.3e-07   46.7   0.0   7.1   7   0   0   7   7   6   6 -
3300018958_1347      -          aln                  -              3e-52  190.7   0.3    0.0016   34.4   0.0   9.8   9   0   0   9   9   9   4 -
3300018935_2927      -          aln                  -            3.5e-52  190.4   6.6   1.3e-08   50.8   0.0   8.1   7   0   0   7   7   6   5 -
3300036111_1491      -          aln                  -            4.7e-52  190.0   5.3   5.9e-09   51.9   0.1   7.6   7   0   0   7   7   7   6 -
3300036281_1921      -          aln                  -            5.3e-52  189.8   0.0   3.6e-08   49.3   0.0   5.9   5   1   0   5   5   5   5 -
3300031910_597306    -          aln                  -            6.1e-52  189.7  44.6        26   21.0   0.1  17.5  15   3   0  15  15  13   4 -
3300018958_6866      -          aln                  -            1.2e-51  188.7   5.0   0.00028   36.9   0.0   8.2   7   1   0   7   7   7   6 -
3300009654_97669     -          aln                  -            1.3e-51  188.6  36.9     0.061   29.4   0.1  10.0   9   0   0   9   9   9   7 -
3300033530_1003      -          aln                  -            1.6e-51  188.3   0.1   1.6e-08   50.5   0.0   4.6   4   0   0   4   4   4   4 -
3300018853_4417      -          aln                  -            1.9e-51  188.1   3.9   7.5e-05   38.7   0.1   8.2   7   0   0   7   7   7   7 -
3300013067_77495     -          aln                  -            2.3e-51  187.8   0.0   0.00053   36.0   0.0   7.6   7   0   0   7   7   7   6 -
3300019148_8811      -          aln                  -            2.5e-51  187.7   2.2   0.00047   36.1   0.0   7.6   7   0   0   7   7   6   6 -
3300034020_30331     -          aln                  -            2.7e-51  187.6  16.4        45   20.2   0.0  24.2  25   0   0  25  25  11   1 -
3300019023_7168      -          aln                  -            4.4e-51  186.9  14.8     0.021   30.8   0.0   9.6   9   1   0   9   9   8   6 -
3300008832_750       -          aln                  -            4.9e-51  186.8   5.6   0.00016   37.7   0.1  12.0  11   0   0  11  11  10   3 -
3300030696_85798     -          aln                  -            5.7e-51  186.6  31.2   4.5e-05   39.4   0.8  11.7  10   2   0  10  10   7   4 -
3300018640_3675      -          aln                  -            6.6e-51  186.3   0.0   2.7e-06   43.3   0.0   5.3   5   0   0   5   5   5   5 -
3300032514_5177      -          aln                  -            6.7e-51  186.3  34.2    0.0096   32.0   0.2  13.1  12   1   1  13  13  10   6 -
3300036111_1528      -          aln                  -            1.4e-50  185.3   7.3   4.3e-09   52.3   0.1   4.5   4   0   0   4   4   4   4 -
3300036281_1928      -          aln                  -            1.6e-50  185.1   0.5   1.9e-07   47.0   0.1   5.3   5   0   0   5   5   5   5 -
3300003162_25574     -          aln                  -            1.7e-50  185.0   2.5   2.3e-06   43.6   0.1   6.0   5   0   0   5   5   5   5 -
3300021283_23038     -          aln                  -            1.9e-50  184.9  10.0   1.7e-05   40.8   0.1   7.6   7   0   0   7   7   7   5 -
2816332403_2437      -          aln                  -              2e-50  184.8  14.2    0.0022   34.0   0.1  11.1   9   3   0   9   9   8   6 -
3300032729_5400      -          aln                  -            2.4e-50  184.6  12.6   1.3e-06   44.4   0.0   8.4   7   2   0   7   7   7   5 -
3300002345_88313     -          aln                  -            2.4e-50  184.5  10.9   7.9e-05   38.6   0.0   8.8   9   0   0   9   9   6   6 -
3300033529_26065     -          aln                  -            1.1e-49  182.5   0.0   1.5e-06   44.1   0.0   5.2   5   0   0   5   5   5   5 -
3300018896_4201      -          aln                  -            1.7e-49  181.8   0.1   7.8e-06   41.9   0.0   7.3   6   0   0   6   6   6   5 -
3300009132_271170    -          aln                  -            2.3e-49  181.4  43.1        16   21.7   0.1  20.0  14   7   4  18  18  12   2 -
3300008030_148962    -          aln                  -            4.9e-49  180.4   9.8   9.8e-05   38.3   0.0   8.6   7   1   0   7   7   7   6 -
3300009967_16160     -          aln                  -            5.8e-49  180.1   0.5   1.3e-06   44.4   0.0   5.6   5   0   0   5   5   5   5 -
3300035681_120591    -          aln                  -            5.9e-49  180.1  23.9      0.53   26.4   0.1  15.9  14   2   0  14  14  10   6 -
3300030699_7146      -          aln                  -              8e-49  179.7  67.0   3.2e-05   39.9   0.0  16.1  12   6   0  12  12  10   5 -
3300008006_180608    -          aln                  -            8.8e-49  179.5  38.8     0.029   30.4   0.5  13.2   9   5   0   9   9   8   6 -
3300008263_50978     -          aln                  -            9.7e-49  179.4  19.1     4e-05   39.6   0.6  10.7  10   0   0  10  10   8   5 -
3300029596_61        -          aln                  -              1e-48  179.3  60.9      0.33   27.0   0.2  19.0  18   0   0  18  18  11   4 -
3300019029_87441     -          aln                  -            2.2e-48  178.3   2.1   2.8e-05   40.1   0.0   5.2   5   0   0   5   5   5   5 -
3300018897_3644      -          aln                  -            2.8e-48  177.9   4.2     0.051   29.6   0.0   8.0   7   0   0   7   7   7   7 -
3300018973_5713      -          aln                  -            3.8e-48  177.5  13.9    0.0023   33.9   0.0   9.3   9   1   0   9   9   8   7 -
