#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
3300036452_33        -          aln                  -           4.4e-158  529.9   9.8    0.0077   32.3   0.0  31.8  30   0   0  30  30  26  11 -
3300021331_5394      -          aln                  -             9e-153  512.9   0.0   1.8e-06   43.9   0.1  17.6  17   0   0  17  17  17  14 -
3300019228_68898     -          aln                  -           6.3e-145  487.7   0.0   7.3e-05   38.7   0.0  17.7  17   0   0  17  17  17  14 -
2507525006_4588      -          aln                  -           6.9e-143  481.2   0.5     0.018   31.0   0.0  30.2  29   0   0  29  29  22  12 -
2507525021_7198      -          aln                  -             2e-142  479.7   0.0     0.008   32.2   0.1  21.7  21   0   0  21  21  20  18 -
2507525006_13520     -          aln                  -           6.2e-141  474.9   0.1     0.003   33.6   0.1  22.3  22   0   0  22  22  21  17 -
3300018950_70        -          aln                  -           2.4e-139  469.9  52.8   0.00057   35.9   0.0  27.2  26   0   0  26  26  23  13 -
2507525027_31362     -          aln                  -           3.2e-139  469.4  16.6   5.6e-08   48.7   0.2  21.1  20   0   0  20  20  16  13 -
3300036124_263       -          aln                  -           7.5e-136  458.6   0.0    0.0045   33.0   0.0  18.7  18   0   0  18  18  18  16 -
3300008030_85175     -          aln                  -           1.1e-134  454.8  49.1   1.4e-05   41.0   0.2  20.0  19   2   0  19  19  18  12 -
2507525024_6713      -          aln                  -           7.1e-134  452.3  12.2    0.0005   36.1   0.0  34.9  35   0   0  35  35  22   7 -
2507525001_5449      -          aln                  -           1.9e-129  438.1  24.7   1.6e-07   47.3   0.0  15.9  15   0   0  15  15  15  13 -
3300018960_2         -          aln                  -           4.3e-129  437.0  25.8    0.0049   32.9   0.1  34.1  34   0   0  34  34  24   7 -
3300006187_150263    -          aln                  -           2.8e-128  434.4  16.6   2.3e-07   46.8   0.1  23.6  23   0   0  23  23  20  12 -
3300006187_174756    -          aln                  -           2.4e-125  424.9  19.2   6.3e-06   42.2   0.1  18.3  18   0   0  18  18  17  14 -
3300019269_630062    -          aln                  -           1.9e-124  422.1  12.7      0.12   28.4   0.0  28.4  27   0   0  27  27  21  11 -
3300008035_172133    -          aln                  -           1.2e-122  416.3   0.0   2.7e-06   43.4   0.0  13.4  13   0   0  13  13  13  12 -
3300006095_149527    -          aln                  -           4.6e-121  411.2   0.0     3e-05   40.0   0.0  15.2  15   0   0  15  15  14  12 -
2507525020_11516     -          aln                  -           3.4e-117  398.8  83.8      0.03   30.4   0.1  28.1  25   4   1  26  26  23  12 -
2507525036_342       -          aln                  -           4.6e-115  392.0  12.6   1.1e-05   41.3   0.1  12.8  12   0   0  12  12  12  12 -
3300004785_1632      -          aln                  -           1.6e-113  387.0   0.0   0.00025   37.1   0.0  12.5  12   0   0  12  12  12  12 -
3300018950_1477      -          aln                  -           2.7e-112  383.1   0.3   0.00014   37.8   0.0  13.1  12   0   0  12  12  12  12 -
3300036474_83        -          aln                  -           3.7e-111  379.5   0.0    0.0014   34.7   0.0  20.7  20   0   0  20  20  16   9 -
3300004623_5229      -          aln                  -           3.9e-111  379.4   7.5     0.097   28.7   0.0  24.1  24   0   0  24  24  19  10 -
3300036414_551       -          aln                  -           2.8e-110  376.7  12.2   0.00019   37.5   0.1  20.3  20   0   0  20  20  18  10 -
3300019010_228       -          aln                  -           2.5e-109  373.6  37.2     0.084   28.9   0.1  23.8  23   0   0  23  23  18  11 -
3300002341_22995     -          aln                  -           1.9e-107  367.6   0.0    0.0012   34.9   0.0  20.5  20   0   0  20  20  18  10 -
3300010131_154939    -          aln                  -           8.7e-107  365.5   3.3   8.3e-08   48.2   0.1  10.4  10   0   0  10  10  10  10 -
3300020959_940       -          aln                  -           8.8e-106  362.2 143.1   2.8e+02   17.7   0.4  38.0  37   0   0  37  37  34   2 -
3300018911_208       -          aln                  -           2.5e-104  357.6   3.9      0.23   27.5   0.0  20.4  20   0   0  20  20  16  10 -
3300033523_134       -          aln                  -           1.7e-103  354.9  33.9   6.7e-07   45.3   1.1  15.3  14   0   0  14  14  14  11 -
3300001865_2893      -          aln                  -           5.1e-103  353.4 167.0      0.13   28.3   0.2  44.6  44   1   1  45  45  29   6 -
3300027917_259102    -          aln                  -           5.3e-103  353.3  77.8       1.5   24.9   0.2  24.7  24   0   0  24  24  22  13 -
3300018750_413       -          aln                  -           6.9e-103  353.0   5.8   0.00065   35.7   0.1  13.1  12   0   0  12  12  12  12 -
3300022596_45662     -          aln                  -            3.2e-99  341.2  10.6   5.1e-06   42.5   0.0  12.7  12   1   0  12  12  11  10 -
3300020081_2008757   -          aln                  -            3.4e-99  341.1   3.4   3.7e-06   42.9   0.0  14.0  14   0   0  14  14  12  10 -
2507525036_12389     -          aln                  -            6.7e-99  340.2   3.4    0.0011   35.0   0.1  18.7  17   3   0  17  17  15   9 -
2507525036_16397     -          aln                  -            2.1e-97  335.4   0.1    0.0032   33.5   0.1  18.7  19   0   0  19  19  14  10 -
3300018952_38        -          aln                  -            4.3e-97  334.4   0.0    0.0004   36.4   0.0  18.8  19   0   0  19  19  13   8 -
2507525020_18566     -          aln                  -            9.3e-97  333.3  64.2    0.0003   36.8   0.0  20.9  20   1   1  21  21  16  10 -
2507525001_7262      -          aln                  -            1.5e-96  332.7  19.5    0.0049   32.9   0.0  16.4  16   0   0  16  16  16  11 -
3300032520_32        -          aln                  -            1.7e-92  319.7   9.4   0.00015   37.8   0.0  12.2  11   0   0  11  11  11  11 -
3300012968_176514    -          aln                  -            2.6e-92  319.1  14.2       6.4   22.9   0.0  23.7  24   0   0  24  24  17   8 -
3300018921_17        -          aln                  -            2.1e-91  316.2   0.4   5.6e-08   48.7   0.0  14.2  14   0   0  14  14  13   8 -
3300008030_128747    -          aln                  -            1.1e-90  313.8  57.8   0.00098   35.1   0.5  14.4  11   7   0  11  11  11  10 -
3300010392_14842661  -          aln                  -            2.9e-90  312.5  76.9      0.24   27.5   0.0  26.2  25   0   0  25  25  21   7 -
3300019144_85        -          aln                  -            1.7e-89  310.1  21.3   2.7e-06   43.3   0.0  14.1  13   1   0  13  13  11   9 -
3300002342_256404    -          aln                  -            7.9e-89  307.9   0.0      0.34   27.0   0.0  16.0  16   0   0  16  16  14  14 -
3300018950_911       -          aln                  -            4.2e-88  305.6  12.6   0.00023   37.1   0.0  15.4  15   0   0  15  15  14  10 -
3300036474_139       -          aln                  -            1.2e-87  304.1   0.2   3.9e-05   39.6   0.0  13.1  12   0   0  12  12  12   9 -
2507525006_12331     -          aln                  -            1.9e-87  303.5  25.2    0.0018   34.3   0.0  14.5  14   0   0  14  14  13  11 -
3300031496_1534      -          aln                  -            2.9e-87  302.9  76.2   0.00099   35.1   1.2  20.6  21   0   0  21  21  16   9 -
3300031056_817500    -          aln                  -            4.4e-87  302.3  20.3   0.00071   35.6   0.0  12.0  11   1   0  11  11  11   9 -
3300008862_22610     -          aln                  -            9.8e-85  294.8  21.0   2.4e-05   40.3   0.0   9.5   9   0   0   9   9   9   9 -
2507525012_16915     -          aln                  -            2.4e-83  290.3  33.7       1.1   25.4   0.1  16.7  17   0   0  17  17  15  10 -
3300019005_3596      -          aln                  -            1.2e-82  288.1  23.6      0.05   29.7   0.0  15.6  14   1   0  14  14  14  10 -
3300018971_151       -          aln                  -              1e-81  285.1  28.1     2e-05   40.5   0.3  12.1  11   0   0  11  11  11  10 -
3300005420_117765    -          aln                  -              4e-80  280.0  22.2    0.0011   35.0   0.1  13.3  12   0   0  12  12  11   9 -
2507525020_18496     -          aln                  -            5.7e-80  279.5  88.0    0.0031   33.6   1.0  16.8  15   2   0  15  15  14  11 -
2507525015_15962     -          aln                  -            1.3e-79  278.3  22.6   9.6e-08   48.0   0.1   9.7   9   1   0   9   9   8   7 -
3300028590_169233    -          aln                  -            1.9e-79  277.9   0.0    0.0007   35.6   0.0  10.3  10   0   0  10  10  10   9 -
2507525012_16907     -          aln                  -            1.9e-79  277.8   0.0   1.4e-06   44.2   0.0  14.5  14   0   0  14  14  13   7 -
3300018959_595       -          aln                  -              2e-79  277.7  25.2    0.0003   36.8   0.0  16.1  15   0   0  15  15  14   8 -
3300021308_29341     -          aln                  -            2.1e-77  271.3   6.7   6.5e-08   48.5   0.0   8.9   8   0   0   8   8   8   7 -
3300009710_4273      -          aln                  -            2.7e-77  271.0  62.1     0.028   30.5   0.7  19.2  15   6   0  15  15  15  10 -
3300008030_168987    -          aln                  -            1.9e-76  268.2  12.4   4.4e-06   42.7   0.2   8.7   8   0   0   8   8   8   8 -
3300008042_167354    -          aln                  -            1.1e-73  259.4  23.5     1e-06   44.7   0.1  10.4  10   1   0  10  10   9   7 -
3300021314_128790    -          aln                  -            2.2e-73  258.4   0.2   2.8e-06   43.3   0.1   8.1   8   0   0   8   8   7   7 -
3300016728_41462     -          aln                  -            1.5e-72  255.7  18.4   1.7e-05   40.8   0.5   9.5   9   0   0   9   9   9   8 -
3300018911_683       -          aln                  -            1.8e-71  252.3  16.4   1.2e-05   41.3   0.1  10.7  10   0   0  10  10   9   8 -
3300008042_128197    -          aln                  -            3.4e-71  251.4   0.0   1.2e-07   47.7   0.0   6.2   6   0   0   6   6   6   6 -
3300020779_5455      -          aln                  -            4.9e-71  250.9   5.5       3.3   23.8   0.0  20.5  18   2   0  18  18  14   3 -
3300030709_39430     -          aln                  -            2.1e-70  248.8   0.2   2.9e-06   43.2   0.1   7.3   7   0   0   7   7   7   7 -
3300016629_1150      -          aln                  -            5.1e-70  247.6  45.3      0.62   26.2   0.0  16.2  15   4   0  15  15  13  10 -
3300019014_4993      -          aln                  -            8.3e-70  246.9  32.7   0.00053   36.0   0.0  11.0  10   1   0  10  10   9   8 -
3300018944_212       -          aln                  -            3.3e-69  245.0  18.1    0.0014   34.7   0.0  12.4  11   0   0  11  11  11   8 -
3300004785_160574    -          aln                  -            3.4e-69  245.0   9.2    0.0006   35.8   0.1  10.4  10   0   0  10  10  10   8 -
2507525006_510       -          aln                  -            8.2e-69  243.7  10.2   3.3e-06   43.1   0.0  12.4  11   0   0  11  11  11   7 -
3300012968_52571     -          aln                  -              7e-68  240.8   4.9   2.8e-05   40.1   0.1  11.7  11   0   0  11  11   9   7 -
3300002550_43954     -          aln                  -            9.3e-68  240.4  60.6        11   22.1   0.1  19.3  18   1   0  18  18  16   4 -
3300031496_2238      -          aln                  -            1.9e-67  239.3 138.8      0.15   28.1   1.6  18.0  17   0   0  17  17  17  10 -
3300032625_4613      -          aln                  -            5.4e-67  237.9   0.1    0.0082   32.2   0.0  13.5  13   0   0  13  13  12   5 -
2507525009_723       -          aln                  -            6.1e-67  237.7   0.3   3.4e-07   46.2   0.0   6.2   5   1   1   6   6   6   6 -
3300006415_8547      -          aln                  -            6.5e-67  237.6  17.5   0.00045   36.2   0.0  11.8  11   1   0  11  11   9   6 -
2507525021_28415     -          aln                  -            2.3e-66  235.9   0.0     0.044   29.8   0.0  11.5  10   1   1  11  11  10   8 -
2507525030_19872     -          aln                  -            1.3e-65  233.5  13.7   4.6e-07   45.8   0.1   8.5   9   0   0   9   9   7   7 -
2507525012_20941     -          aln                  -            2.4e-64  229.4   8.6   0.00075   35.5   0.0  15.1  13   1   1  14  14  11   4 -
3300021314_175744    -          aln                  -            2.9e-64  229.2   0.1   1.2e-06   44.5   0.0   7.7   7   0   0   7   7   7   6 -
3300018952_11969     -          aln                  -              4e-64  228.7   0.0   7.2e-07   45.2   0.1   8.2   8   0   0   8   8   7   6 -
2507525021_3093      -          aln                  -            5.1e-63  225.2  17.7     6e-05   39.0   0.0  11.8  11   0   0  11  11   8   7 -
2507525012_11390     -          aln                  -            5.5e-63  225.1  12.7   6.9e-07   45.2   0.0   9.2   8   2   0   8   8   8   5 -
3300030705_6856      -          aln                  -            7.9e-63  224.6  16.8    0.0033   33.4   0.1   8.7   8   0   0   8   8   8   7 -
3300021308_30175     -          aln                  -            1.5e-62  223.7   0.2   1.5e-05   41.0   0.0   6.6   6   1   0   6   6   6   6 -
3300036353_822       -          aln                  -            1.9e-62  223.4   4.5   4.1e-06   42.8   0.1   7.8   7   0   0   7   7   7   6 -
3300006355_12113     -          aln                  -            2.4e-62  223.0  13.2   9.7e-05   38.4   0.0  12.8  11   1   1  12  12   9   6 -
3300028590_304803    -          aln                  -            3.5e-62  222.5   0.0   4.2e-05   39.5   0.0   7.5   7   0   0   7   7   7   6 -
3300030988_334       -          aln                  -            9.8e-62  221.0  11.8    0.0056   32.7   0.1  13.5  13   0   0  13  13  10   6 -
3300023203_209654    -          aln                  -            1.3e-61  220.6  49.2      0.18   27.9   0.1  16.9  14   3   0  14  14  12   7 -
2507525015_3098      -          aln                  -            1.5e-61  220.5  12.4   0.00019   37.5   0.0  10.8   9   1   1  10  10   8   7 -
3300016629_955       -          aln                  -            2.6e-61  219.7  39.8      0.42   26.7   0.6  15.6  14   1   0  14  14  12   7 -
3300016728_486132    -          aln                  -            4.8e-61  218.9   9.7   3.6e-06   43.0   0.0   7.3   7   0   0   7   7   6   6 -
3300018950_1016      -          aln                  -            2.1e-60  216.8   0.2   0.00074   35.5   0.0  11.3  11   0   0  11  11   9   6 -
3300030709_3154      -          aln                  -            3.7e-60  216.0   0.1   3.8e-09   52.5   0.0   5.7   5   0   0   5   5   5   5 -
2507525015_1464      -          aln                  -            5.3e-60  215.5  28.0    0.0002   37.4   3.6   7.5   7   0   0   7   7   7   7 -
2507525006_2048      -          aln                  -              8e-60  214.9   6.1   8.5e-06   41.7   0.0   8.7   7   0   0   7   7   7   7 -
2507525015_24538     -          aln                  -            1.1e-59  214.4  14.8   8.3e-18   80.2   0.6   3.1   3   0   0   3   3   3   3 -
3300018929_5729      -          aln                  -            1.8e-59  213.8   0.7   5.7e-08   48.7   0.0   6.9   6   0   0   6   6   6   5 -
3300018978_4753      -          aln                  -            5.2e-59  212.3   1.9   8.3e-08   48.2   0.0   7.0   7   1   0   7   7   5   5 -
2507525036_492       -          aln                  -            8.2e-59  211.7   1.4   2.2e-06   43.6   0.0   7.6   7   0   0   7   7   7   5 -
3300008106_15752     -          aln                  -            1.9e-58  210.6  37.7     0.027   30.5   0.1  22.5  23   1   0  23  23  13   4 -
3300031121_446868    -          aln                  -            2.4e-58  210.2   0.1   5.8e-05   39.1   0.0   9.4   9   0   0   9   9   7   7 -
3300030722_6         -          aln                  -            2.7e-58  210.0  25.7   1.2e+03   15.6   0.1  28.0  29   0   0  29  29  13   0 -
3300018975_7995      -          aln                  -            3.1e-58  209.8   5.5   9.6e-06   41.6   0.0   6.4   6   0   0   6   6   6   6 -
3300018960_1557      -          aln                  -            2.7e-57  206.8   0.1   1.4e-06   44.3   0.0   7.0   6   0   0   6   6   6   5 -
3300018960_678       -          aln                  -            2.9e-57  206.7   9.7   5.9e-07   45.5   0.3   9.9   9   0   0   9   9   8   6 -
2507525006_5819      -          aln                  -              1e-56  205.0  12.2     2e-05   40.6   0.0   9.0   8   0   0   8   8   7   7 -
3300008030_160628    -          aln                  -            1.9e-56  204.1   0.0   2.2e-05   40.4   0.0   7.1   7   0   0   7   7   6   6 -
2507525036_16022     -          aln                  -            2.1e-56  204.0   0.4   6.4e-06   42.1   0.0   7.0   6   0   0   6   6   6   6 -
3300019014_671       -          aln                  -            4.4e-56  202.9  54.9   0.00062   35.8   0.5  17.6  17   0   0  17  17  12   4 -
3300019144_4717      -          aln                  -            7.4e-56  202.2   4.4     3e-08   49.6   0.1   5.6   5   0   0   5   5   5   5 -
3300036489_20725     -          aln                  -            1.1e-55  201.7   1.2   3.4e-07   46.2   0.2   7.1   7   0   0   7   7   6   6 -
3300036891_23293     -          aln                  -            2.5e-55  200.5   0.0   2.7e-06   43.3   0.0   5.7   5   1   0   5   5   5   5 -
3300018840_678       -          aln                  -            2.5e-55  200.5   4.5   1.9e-05   40.7   0.0   7.4   7   0   0   7   7   6   6 -
2507525015_13959     -          aln                  -            2.8e-55  200.4   7.2     1e-07   47.9   0.0   7.2   7   0   0   7   7   6   5 -
2507525036_19146     -          aln                  -            4.4e-55  199.7   3.5   4.5e-06   42.6   0.1   7.7   7   0   0   7   7   7   6 -
3300020069_1038814   -          aln                  -            4.5e-55  199.7   7.2    0.0015   34.5   0.0   7.8   7   1   0   7   7   7   7 -
3300018929_7157      -          aln                  -            5.9e-55  199.3   2.8      0.01   31.9   0.0   9.4   9   0   0   9   9   8   6 -
3300018929_2761      -          aln                  -            5.9e-54  196.1   1.8   1.3e-05   41.1   0.0   6.9   6   0   0   6   6   6   6 -
3300020197_265878    -          aln                  -            1.4e-53  194.9  11.7      0.26   27.4   0.0  16.1  14   3   0  14  14  10   4 -
3300008030_167113    -          aln                  -            1.5e-53  194.8  38.1    0.0023   34.0   0.0  15.1  10   7   0  10  10   9   6 -
2507525036_16392     -          aln                  -            2.1e-53  194.4   0.0    0.0046   33.0   0.0   8.7   8   0   0   8   8   7   7 -
3300018017_214625    -          aln                  -            3.8e-53  193.5  16.5      0.22   27.6   0.0  11.8  10   3   0  10  10  10   6 -
2507525036_3479      -          aln                  -            5.3e-53  193.1   0.0     5e-06   42.5   0.0   6.0   5   0   0   5   5   5   5 -
3300009082_125220    -          aln                  -            7.5e-53  192.6  62.0      0.41   26.7   0.1  16.7  15   3   0  15  15  13   5 -
2507525009_4972      -          aln                  -            7.8e-53  192.5  19.1   2.9e-07   46.5   0.2   6.2   6   0   0   6   6   6   4 -
3300035250_76748     -          aln                  -            8.1e-53  192.5   0.8   2.4e+03   14.6   0.0  19.3  18   0   0  18  18  12   0 -
2507525009_8483      -          aln                  -            8.7e-53  192.4   5.6    0.0008   35.4   0.0   8.6   8   1   0   8   8   7   7 -
2507525010_10465     -          aln                  -            1.4e-52  191.8  39.1   4.4e-05   39.5   0.0  13.5  13   1   0  13  13   8   6 -
3300018911_6798      -          aln                  -            1.6e-52  191.6   0.4    0.0011   35.0   0.0   8.2   7   0   0   7   7   7   6 -
2507525030_17819     -          aln                  -            2.2e-52  191.1  15.7     0.011   31.7   0.1   9.4   8   1   1   9   9   9   8 -
3300019144_787       -          aln                  -            2.3e-52  191.0  18.0   0.00014   37.8   0.0  11.5  10   0   0  10  10   9   5 -
3300036474_16418     -          aln                  -            4.3e-52  190.1   7.0   3.9e-08   49.2   0.0   4.2   4   0   0   4   4   4   4 -
3300020197_67362     -          aln                  -            5.5e-52  189.8   0.2        29   20.8   0.0  16.1  14   2   0  14  14   9   5 -
3300010199_287963    -          aln                  -            1.8e-51  188.2   3.3     0.012   31.7   0.0   8.9   8   0   0   8   8   8   7 -
3300033523_2375      -          aln                  -            3.4e-51  187.3   0.1   5.9e-05   39.0   0.0   6.7   6   0   0   6   6   6   6 -
3300031058_25849     -          aln                  -            3.7e-51  187.2   8.2    0.0003   36.8   0.0   7.8   7   0   0   7   7   7   5 -
3300010131_71218     -          aln                  -            4.1e-51  187.0   2.8   7.5e-08   48.3   0.0   4.5   4   0   0   4   4   4   4 -
2507525026_20673     -          aln                  -            4.6e-51  186.8   0.4    0.0011   35.0   0.0   7.8   7   0   0   7   7   7   6 -
3300012411_10216     -          aln                  -            5.3e-51  186.7  28.7      0.13   28.4   0.9  16.3  15   0   0  15  15  10   5 -
2507525032_20083     -          aln                  -            6.3e-51  186.4   0.2   1.7e-05   40.8   0.0   6.7   6   0   0   6   6   5   5 -
2507525012_28721     -          aln                  -            1.7e-50  185.0   1.3   1.6e-10   56.9   0.0   5.1   4   0   0   4   4   4   4 -
3300008866_4496      -          aln                  -              2e-50  184.8   6.0   0.00024   37.1   0.0   7.3   7   0   0   7   7   6   6 -
3300036474_632       -          aln                  -            4.8e-50  183.6   0.6     6e-06   42.2   0.0   7.3   7   0   0   7   7   6   6 -
2507525027_28053     -          aln                  -            1.1e-49  182.5   0.3   0.00076   35.5   0.0  11.0  10   1   0  10  10   7   5 -
3300019005_9365      -          aln                  -            1.1e-49  182.4  19.0   3.9e-07   46.1   0.2   8.6   8   0   0   8   8   8   5 -
3300018978_771       -          aln                  -            2.2e-49  181.5  14.2   1.1e-05   41.3   0.0   8.3   8   0   0   8   8   7   6 -
2507525015_22353     -          aln                  -            2.9e-49  181.1  13.3    0.0064   32.5   0.1   9.6  10   0   0  10  10   8   6 -
2507525030_19863     -          aln                  -            3.7e-49  180.7   7.7   1.9e-05   40.6   0.1   7.6   7   0   0   7   7   6   6 -
3300019019_7207      -          aln                  -            4.3e-49  180.5   8.8     2e-07   47.0   0.0   8.8   8   0   0   8   8   7   4 -
2507525032_20080     -          aln                  -            5.5e-49  180.2   0.5       1.1   25.4   0.0   8.3   8   0   0   8   8   8   6 -
3300018911_802       -          aln                  -            6.7e-49  179.9   2.8   2.1e-08   50.1   0.0   6.5   7   0   0   7   7   5   5 -
3300012968_348474    -          aln                  -            8.6e-49  179.6   0.5       2.5   24.2   0.0  10.3  10   0   0  10  10   9   4 -
3300009132_330850    -          aln                  -            8.8e-49  179.5  45.9     0.051   29.6   0.3  16.6  12   6   3  15  15  10   6 -
3300018952_57348     -          aln                  -            1.3e-48  179.0   0.0     7e-06   42.0   0.0   6.3   6   0   0   6   6   6   5 -
2507525036_10371     -          aln                  -            1.4e-48  178.9   5.1   1.3e-11   60.4   0.3   5.9   5   1   0   5   5   4   4 -
3300033532_383       -          aln                  -            1.8e-48  178.5   0.5     0.067   29.3   0.0   8.8   8   0   0   8   8   7   6 -
2507525030_17080     -          aln                  -            2.8e-48  177.9   0.4   3.4e-07   46.2   0.0   6.3   6   0   0   6   6   5   4 -
2507525012_18276     -          aln                  -            3.5e-48  177.6   7.3   4.4e-06   42.7   0.1   6.9   6   0   0   6   6   6   5 -
2507525012_20942     -          aln                  -            4.1e-48  177.4  10.7   0.00019   37.4   0.0   8.5   8   0   0   8   8   7   6 -
2507525030_12814     -          aln                  -            4.6e-48  177.2   0.1   4.1e-08   49.2   0.0   5.2   6   0   0   6   6   4   4 -
2507525036_10550     -          aln                  -            5.4e-48  177.0  24.5    0.0075   32.3   0.2  12.1  10   4   1  11  11   8   6 -
2507525026_8832      -          aln                  -            5.7e-48  176.9   2.2   1.5e-05   41.0   0.0   6.6   6   0   0   6   6   6   5 -
3300031121_802394    -          aln                  -            7.2e-48  176.6   0.1   1.8e-08   50.3   0.0   6.3   6   0   0   6   6   5   5 -
3300022370_42        -          aln                  -            7.7e-48  176.5   4.4    0.0008   35.4   0.0   6.4   6   0   0   6   6   5   5 -
3300012167_3491      -          aln                  -            8.7e-48  176.3  42.3      0.21   27.7   0.4  14.1  12   0   0  12  12  10   4 -
3300030671_7230      -          aln                  -            1.2e-47  175.8   9.7   0.00011   38.2   0.1   7.1   6   1   0   6   6   6   6 -
3300003162_74170     -          aln                  -            1.4e-47  175.7   4.2   2.4e-06   43.5   0.0   5.6   5   0   0   5   5   4   4 -
3300031708_16998211  -          aln                  -            1.6e-47  175.5  11.2        19   21.4   0.1  13.0  11   1   0  11  11   9   7 -
2507525001_11232     -          aln                  -              2e-47  175.2  17.3    0.0022   34.0   0.0  10.0  10   0   0  10  10   7   5 -
3300019144_26305     -          aln                  -            2.9e-47  174.7   1.1   5.5e-08   48.8   0.2   4.5   4   0   0   4   4   4   4 -
2507525036_11090     -          aln                  -            3.7e-47  174.3   9.1   1.6e-07   47.3   0.0   5.6   6   0   0   6   6   5   5 -
3300019487_193841    -          aln                  -            4.2e-47  174.2   2.5        36   20.5   0.0  16.1  14   0   0  14  14  10   1 -
3300009230_12249     -          aln                  -            4.7e-47  174.0  34.1      0.93   25.6   0.1  12.0   9   8   0   9   9   9   7 -
3300018991_23164     -          aln                  -            1.6e-46  172.3   0.0      0.06   29.4   0.0   8.3   8   0   0   8   8   7   6 -
3300019020_1282      -          aln                  -              2e-46  172.0   0.2   3.5e-06   43.0   0.0   8.4   7   0   0   7   7   5   4 -
3300019012_3593      -          aln                  -            2.9e-46  171.5  16.8   4.3e-05   39.5   0.0   9.6   9   0   0   9   9   9   4 -
2507525020_10214     -          aln                  -            3.8e-46  171.1  48.0       3.9   23.6   0.2  17.4  16   2   0  16  16   8   6 -
2507525015_21487     -          aln                  -            4.5e-46  170.8   0.0    0.0038   33.2   0.0   8.1   7   1   0   7   7   7   5 -
3300018003_129000    -          aln                  -            5.1e-46  170.7  41.2      0.75   25.9   0.0  12.5  12   0   0  12  12  11   6 -
3300018812_2293      -          aln                  -            5.1e-46  170.7   7.0   0.00029   36.8   0.2   7.5   7   0   0   7   7   6   6 -
2507525015_26574     -          aln                  -            5.5e-46  170.6  14.5    0.0001   38.3   0.2   6.2   6   0   0   6   6   6   5 -
3300004624_13201     -          aln                  -            5.6e-46  170.5   0.7     1e-07   47.9   0.0   5.4   5   0   0   5   5   5   5 -
2507525012_28106     -          aln                  -            7.1e-46  170.2   7.7   4.9e-08   48.9   0.0   6.8   6   0   0   6   6   6   3 -
2507525015_15960     -          aln                  -            7.3e-46  170.2   2.0   4.7e-07   45.8   0.0   8.3   7   1   1   8   8   6   4 -
3300019014_2062      -          aln                  -            1.1e-45  169.6  10.0   9.8e-05   38.3   0.1   9.4   8   1   0   8   8   6   5 -
2507525032_15515     -          aln                  -            1.2e-45  169.5   0.0   1.6e-06   44.1   0.0   6.5   6   0   0   6   6   5   5 -
3300016728_165660    -          aln                  -            1.5e-45  169.1   4.1   1.2e-07   47.7   0.0   6.1   6   0   0   6   6   5   4 -
3300012688_73217     -          aln                  -            1.7e-45  169.0  16.6   8.7e-05   38.5   0.1   8.4   8   1   0   8   8   6   5 -
3300014655_97173     -          aln                  -            2.1e-45  168.7  23.8     0.048   29.7   0.1  10.5   9   2   0   9   9   9   6 -
3300036353_1242      -          aln                  -            2.8e-45  168.3   7.8   0.00034   36.6   0.1   6.8   6   0   0   6   6   6   5 -
